date_time,value
2/15/22 0:00,0.045754216
2/15/22 1:00,0.754887863
2/15/22 2:00,0.286327497
2/15/22 3:00,0.897122269
2/15/22 4:00,0.043355948
2/15/22 5:00,0.735512491
2/15/22 6:00,0.94991236
2/15/22 7:00,0.628063972
2/15/22 8:00,0.453787354
2/15/22 9:00,0.438134901
2/15/22 10:00,0.954497716
2/15/22 11:00,0.051836448
2/15/22 12:00,0.377637665
2/15/22 13:00,0.112314662
2/15/22 14:00,0.668754179
2/15/22 15:00,0.663359341
2/15/22 16:00,0.947543766
2/15/22 17:00,0.159368057
2/15/22 18:00,0.730878748
2/15/22 19:00,0.703090904
2/15/22 20:00,0.842746697
2/15/22 21:00,0.95792914
2/15/22 22:00,0.33438633
2/15/22 23:00,0.577098466
