date_time,value
2/16/22 0:00,0.988177967
2/16/22 1:00,0.554240256
2/16/22 2:00,0.58359432
2/16/22 3:00,0.677184506
2/16/22 4:00,0.784599932
2/16/22 5:00,0.399833602
2/16/22 6:00,0.902129306
2/16/22 7:00,0.940280383
2/16/22 8:00,0.878619709
2/16/22 9:00,0.905113123
2/16/22 10:00,0.295737035
2/16/22 11:00,0.914979009
2/16/22 12:00,0.642217859
2/16/22 13:00,0.811037548
2/16/22 14:00,0.934638098
2/16/22 15:00,0.976883963
2/16/22 16:00,0.57202225
2/16/22 17:00,0.705763542
2/16/22 18:00,0.063984746
2/16/22 19:00,0.223076695
2/16/22 20:00,0.715480797
2/16/22 21:00,0.229621189
2/16/22 22:00,0.081550266
2/16/22 23:00,0.859487874
